target_themes,target_rating,fen,is_legal,is_puzzle,counter_intuitive,actual_themes,predicted_rating,themes_match
"['advantage', 'attraction', 'discoveredAttack', 'fork', 'long', 'master', 'middlegame', 'sacrifice']",1792.0,2r3k1/pb4pp/1p2R1n1/5Q2/2PB4/2P5/P2q2PP/4R2K b - - 0 27,True,True,False,"['middlegame', 'mateIn1', 'mate', 'oneMove']",1156.8505859375,False
"['crushing', 'defensiveMove', 'endgame', 'short']",2300.0,4r2k/p3q2p/2Q3p1/2p3N1/3b1p2/7P/PPP3P1/3R2K1 w - - 1 31,True,False,False,,,
"['advantage', 'endgame', 'veryLong']",2736.0,7Q/q1pk1pp1/3p3p/4B3/4P3/P3n3/1PP3P1/3R2K1 b - - 0 30,True,False,False,,,
"['crushing', 'endgame', 'fork', 'master', 'short']",927.0,8/5k2/2r1Nn2/p2ppp1p/5b1P/P1PK1P2/1P3B2/1R6 w - - 4 43,True,False,False,,,
"['crushing', 'defensiveMove', 'endgame', 'pawnEndgame', 'quietMove', 'veryLong', 'zugzwang']",2659.0,8/5p2/4k2p/pp1pP1p1/3K2P1/P1P5/1P4P1/8 b - - 0 32,True,False,True,,,
"['endgame', 'mate', 'mateIn2', 'rookEndgame', 'short']",1040.0,1r6/8/8/3R4/8/K1k5/8/8 b - - 0 56,True,True,False,"['endgame', 'mateIn2', 'mate', 'rookEndgame', 'short']",1014.5164794921875,True
"['advantage', 'endgame', 'short']",1470.0,6k1/p4p2/Bp5p/4P1p1/3r3N/2nb2P1/P4P1P/4R1K1 w - - 0 28,True,False,False,,,
"['advantage', 'kingsideAttack', 'opening', 'short']",1151.0,r1b2rk1/pp3ppp/1qp5/3pR3/Q5n1/1B3N1P/PPP2PP1/RNB3K1 b - - 0 14,True,False,False,,,
"['clearance', 'crushing', 'middlegame', 'pin', 'short']",1498.0,8/1p5k/p5p1/3p2Bp/1q2p1bP/1PQ2r2/P2KN3/6R1 b - - 3 32,True,False,False,,,
"['advantage', 'middlegame', 'pin', 'short']",1036.0,5rk1/pp1r1pp1/3B2qp/3Pp3/2PnN3/3P3P/PP1Q1PP1/4RRK1 b - - 0 22,True,True,False,"['middlegame', 'advantage', 'pin', 'short']",1268.46337890625,True
"['advantage', 'attraction', 'deflection', 'endgame', 'long', 'sacrifice']",1891.0,5r2/p3kp1Q/1p2p3/3p4/3P3r/6R1/q5P1/4R1K1 w - - 0 37,True,False,False,,,
"['crushing', 'long', 'master', 'middlegame']",1175.0,1r4k1/3n1ppp/1q2p1n1/3pP3/2r5/1Qp2NB1/5PPP/1R1R2K1 w - - 0 26,True,False,False,,,
"['mate', 'mateIn1', 'middlegame', 'oneMove']",1086.0,3k3r/1Q2bpp1/2Ppr1n1/q5p1/8/5P2/P5PP/3RR1K1 w - - 3 31,True,False,False,,,
"['advantage', 'middlegame', 'short']",1978.0,3r2k1/1b2qppp/1N6/6r1/1PP2Q2/P3P2P/5RP1/R4K2 b - - 2 25,True,False,False,,,
"['crushing', 'endgame', 'rookEndgame', 'short']",2051.0,5k2/pp3ppp/4p3/3p4/8/1PR4P/P1P2KP1/4r3 w - - 2 29,True,False,False,,,
"['advantage', 'endgame', 'short']",1657.0,1r4k1/p1p1pp1p/6p1/2qP4/2P5/2b1Q2P/P4PP1/1R2R1K1 b - - 1 24,True,False,False,,,
"['crushing', 'fork', 'long', 'middlegame']",2171.0,1k1r4/ppp1N1pp/4pn2/1P6/Q7/5P1P/P5q1/1KR4R b - - 0 22,True,False,True,,,
"['advancedPawn', 'advantage', 'attraction', 'endgame', 'promotion', 'short']",1307.0,2kn4/pp2r1QP/2p1p1p1/5pq1/3P4/P1P3P1/5P2/1R5K w - - 2 38,True,False,False,,,
"['crushing', 'endgame', 'fork', 'master', 'short']",935.0,7r/8/p7/1p3pk1/1PBK4/r1P3p1/8/3R2R1 b - - 2 42,True,False,False,,,
"['crushing', 'discoveredAttack', 'endgame', 'short']",689.0,6k1/2q3p1/3np2p/4p3/2B1P1P1/7P/2Q3K1/8 w - - 7 38,True,False,False,,,
['middlegame'],1117.0,4r1k1/p1N2p1p/6p1/8/3RbP1P/2P5/P1N1r3/5RK1 b - - 4 33,True,False,False,,,
"['advantage', 'discoveredAttack', 'long', 'opening', 'pin']",1547.0,rn2kb1r/1p1q1ppp/p3pn2/1N1p4/Q7/2P1PN2/PP3PPP/R1B1K2R w KQkq - 0 10,True,True,False,"['opening', 'advantage', 'discoveredAttack', 'pin', 'long']",1477.9578857421875,True
"['crushing', 'long', 'middlegame']",2493.0,3r4/5pkp/B2R2p1/q1r1p1Bn/4P2P/pPb2P2/P4QP1/1K1R4 b - - 0 24,True,False,False,,,
"['mate', 'mateIn2', 'middlegame', 'queensideAttack', 'short']",1262.0,r5k1/pp2p1bp/3pb1p1/q7/4N1P1/5P2/PPPQB3/1K5R b - - 0 18,True,False,False,,,
"['attraction', 'mate', 'mateIn2', 'middlegame', 'sacrifice', 'short']",1660.0,6k1/6pp/p5rr/2pPp3/Np2P2P/1P3qRK/P1Q4P/3R4 b - - 6 37,True,False,False,,,
"['deflection', 'mate', 'mateIn2', 'middlegame', 'short']",1094.0,2brk2r/pp2np1p/2p2bp1/4p3/1PP1P3/2N2N2/P2RBPPP/3R2K1 w k - 5 17,True,True,False,"['middlegame', 'mateIn1', 'mate', 'oneMove']",609.1438598632812,False
"['advantage', 'clearance', 'middlegame', 'short']",1629.0,5rk1/1p3ppp/p3pn2/4Q3/N7/1P5r/P4PPq/2R1RK2 w - - 4 23,True,False,False,,,
"['advantage', 'master', 'middlegame', 'short']",1785.0,r2q1rk1/p2bpp1p/1pnp2pb/8/3PB3/1QP2N2/PP1N1PPP/R3K2R w KQ - 4 14,True,False,False,,,
"['crushing', 'endgame', 'queenRookEndgame', 'short', 'skewer']",923.0,3k4/7R/1q6/7p/7P/6P1/5PK1/8 w - - 11 65,True,False,True,,,
"['advantage', 'endgame', 'pin', 'short']",1079.0,6rk/3Q1p2/p3p2p/3p3P/2p1q3/8/P4PP1/1R4K1 w - - 1 32,True,False,False,,,
"['endgame', 'mate', 'mateIn2', 'short']",1533.0,7k/4Q1p1/2prp2p/1p6/4q2P/1P4R1/5PPK/8 w - - 0 36,True,False,False,,,
"['crushing', 'discoveredAttack', 'kingsideAttack', 'middlegame', 'pin', 'short']",1700.0,r2r2k1/2p1n1pp/p2pqp1P/8/2p1NQ2/1P6/P4PP1/3RR1K1 w - - 0 26,True,False,False,,,
"['advantage', 'endgame', 'master', 'masterVsMaster', 'rookEndgame', 'short']",1527.0,1r6/1P1k1p1p/6p1/4p3/8/5P2/1R4PP/5K2 w - - 1 37,True,False,False,,,
"['advantage', 'middlegame', 'short']",2448.0,3r1r1k/pppq1pp1/5b1B/P1PN1P1Q/1n2P3/3p3Q/6PP/3R1RK1 b - - 1 26,True,False,False,,,
"['mate', 'mateIn1', 'oneMove', 'opening', 'pin', 'queensideAttack', 'smotheredMate']",833.0,r2q1rk1/1b2bppp/p2pp3/2n4P/4P3/1P2BP2/1PPQ4/1NKR1B1R b - - 0 16,True,False,False,,,
"['advantage', 'clearance', 'middlegame', 'pin', 'veryLong']",2546.0,r4rk1/ppq2p1p/3b4/3pnpB1/7Q/2PB4/PP4PP/RN5K w - - 1 18,True,False,False,,,
"['endgame', 'mate', 'mateIn2', 'short']",1199.0,7k/2p2Rbp/pp1pQ3/3P4/1PP4P/2q2r2/P6K/8 w - - 10 40,True,False,False,,,
"['crushing', 'discoveredAttack', 'kingsideAttack', 'master', 'middlegame', 'short']",1013.0,r4nk1/pp3ppp/3b1p2/2pb3q/5PR1/1BPP2QP/PP4P1/R1B1r1K1 w - - 1 21,True,False,False,,,
"['crushing', 'endgame', 'short']",1520.0,4k3/4P1b1/6p1/2B3K1/5PP1/P7/6b1/8 w - - 1 46,True,False,False,,,
"['advantage', 'long', 'middlegame', 'pin', 'sacrifice']",2207.0,r4rk1/1pp1Rppp/3pb3/8/3B3Q/2P4P/1q4P1/4R1K1 w - - 3 26,True,False,False,,,
"['crushing', 'long', 'master', 'masterVsMaster', 'middlegame', 'sacrifice']",2752.0,3r3k/pp3R1p/2p3p1/4p2r/P1Q1P2P/1BP4K/1q1b1P2/3R4 w - - 2 47,True,False,True,,,
"['advantage', 'long', 'middlegame', 'quietMove', 'trappedPiece']",2654.0,2krr3/ppp2pQp/1b1p4/8/1PP1P3/7P/q1P2PP1/1NB1KR2 w - - 1 19,True,False,False,,,
"['endgame', 'mate', 'mateIn2', 'short']",1307.0,4r1k1/6p1/1p2Pq2/8/PBQ3PP/1P4K1/5r2/6R1 b - - 0 53,True,False,False,,,
"['endgame', 'mate', 'mateIn2', 'short']",1206.0,7k/pp4np/5Bb1/3QP3/3P4/1P6/P4PK1/2q5 w - - 2 42,True,False,False,,,
"['crushing', 'deflection', 'endgame', 'master', 'skewer', 'veryLong']",1989.0,8/3NQ3/6qk/4p2p/PK1b2p1/8/7P/8 w - - 6 47,True,False,False,,,
"['crushing', 'endgame', 'master', 'masterVsMaster', 'pawnEndgame', 'quietMove', 'short']",2625.0,8/5p2/2p2k1p/ppP5/P3PPPK/8/8/8 w - - 1 41,True,False,False,,,
"['backRankMate', 'endgame', 'long', 'mate', 'mateIn3', 'sacrifice']",832.0,5r1k/6pp/3p4/1P1Q4/2P1p3/8/1q3PPP/3R2K1 b - - 2 30,True,False,False,,,
"['advantage', 'endgame', 'fork', 'long']",1625.0,1k6/1p2R3/p4p2/1NPrb1p1/8/5PP1/5PK1/8 w - - 0 39,True,True,False,"['endgame', 'mateIn2', 'mate', 'short']",804.9693603515625,False
"['crushing', 'defensiveMove', 'endgame', 'short']",2764.0,8/6pk/2q2p2/p7/6Q1/1p3NP1/2n2PK1/8 w - - 0 50,True,False,True,,,
"['crushing', 'endgame', 'master', 'pin', 'short']",1521.0,6k1/pp4pp/5p2/8/3B2Q1/P6P/2q2PPK/4n3 w - - 5 29,True,False,False,,,
"['mate', 'mateIn2', 'middlegame', 'queensideAttack', 'short']",1368.0,3r1rk1/5ppp/2Nb1n2/pQ3b2/2p5/P1P1PP2/6PP/2KB3R b - - 0 18,True,False,False,,,
"['advantage', 'endgame', 'short']",2016.0,3b1k2/R7/1p2Bp1p/p5rP/P2p1p1K/1P1P1P2/4P3/8 w - - 7 38,True,False,True,,,
"['crushing', 'endgame', 'long']",1255.0,8/1p3q1k/p1p3pp/5p2/1P1Qr2P/4b1PK/P2R4/5R2 w - - 8 43,True,False,False,,,
"['advantage', 'deflection', 'middlegame', 'veryLong']",1666.0,6r1/p2b4/2kp1R2/1ppNqP2/4P2q/P2PQ1NP/1PP3K1/8 b - - 0 26,True,False,True,,,
"['advancedPawn', 'crushing', 'endgame', 'long', 'pawnEndgame']",2263.0,8/1p6/2k3K1/4P1P1/2p5/P7/8/8 b - - 0 44,True,False,False,,,
"['doubleCheck', 'mate', 'mateIn2', 'middlegame', 'short']",1012.0,r1bqnr2/2p1p1bk/pp4pp/3Pn3/2P1N3/3BB3/PPQ3PP/R4RK1 w - - 0 19,True,False,False,,,
"['backRankMate', 'mate', 'mateIn2', 'middlegame', 'sacrifice', 'short']",1012.0,3r2k1/pp1r1ppp/1q6/4Q3/2P2P1b/5N2/P5PP/4RR1K w - - 3 24,True,False,False,,,
"['crushing', 'endgame', 'fork', 'master', 'masterVsMaster', 'short']",627.0,8/8/3p4/2kn1K2/1p6/8/8/5Q2 b - - 0 74,True,True,False,"['endgame', 'crushing', 'fork', 'short']",794.2896728515625,True
"['advantage', 'fork', 'long', 'middlegame']",1377.0,4kb1r/p1qp1ppp/2b5/1p1Bp3/8/5Q1P/PPPP1PP1/R1B2RK1 b k - 2 13,True,False,True,,,
"['crushing', 'endgame', 'long', 'rookEndgame']",2409.0,8/7r/8/8/8/5K2/R7/5k2 b - - 9 61,True,False,False,,,
"['crushing', 'endgame', 'exposedKing', 'long', 'sacrifice', 'skewer']",1086.0,3Q4/4pk2/3p4/P1p4q/2P1P1P1/1p1r1P2/1P6/R3K3 b Q - 1 42,True,False,False,,,
"['endgame', 'mate', 'mateIn2', 'sacrifice', 'short']",1497.0,6rk/6p1/4R2p/8/p4Q2/7P/q4PP1/6K1 w - - 0 35,True,True,False,"['endgame', 'mateIn2', 'mate', 'sacrifice', 'short']",1102.8121337890625,True
"['advantage', 'deflection', 'endgame', 'master', 'short']",1436.0,5k2/p4ppp/1n3n2/2r3N1/P2R4/4P3/2p1KPPP/2B5 b - - 1 33,True,False,False,,,
"['backRankMate', 'hangingPiece', 'mate', 'mateIn1', 'middlegame', 'oneMove']",1230.0,r6k/pQ2Np1p/3pb3/6p1/8/6B1/P1q2PPP/3R2K1 b - - 1 26,True,True,False,"['middlegame', 'mateIn1', 'mate', 'backRankMate', 'hangingPiece', 'oneMove']",804.015380859375,True
"['advantage', 'defensiveMove', 'middlegame', 'short']",2484.0,r3r1k1/1p3pbp/p1n3pq/2NNp3/2P1n3/1P3bP1/PBQP1P1P/R3RBK1 b - - 0 22,True,False,False,,,
"['kingsideAttack', 'mate', 'mateIn1', 'middlegame', 'oneMove']",428.0,r2q1rk1/2q2ppp/p1nbp3/1p3b2/2P2n2/P1Q4P/BB1N1PPN/R4RK1 w - - 1 19,True,True,False,"['middlegame', 'mateIn1', 'mate', 'kingsideAttack', 'oneMove']",708.8051147460938,True
"['advantage', 'master', 'middlegame', 'short']",870.0,4r1k1/5p2/6pp/q2p4/3N2P1/1Q4P1/r1R2P2/2R3K1 b - - 3 36,True,False,False,,,
"['advantage', 'master', 'middlegame', 'short']",1908.0,2rq1rk1/5pp1/2p1p3/pbRnN3/1p1PN3/1P4Q1/1P3PPP/2R3K1 w - - 1 23,True,False,False,,,
"['advantage', 'middlegame', 'short']",2082.0,2kr4/1p3p1p/2b2Qp1/4N3/8/3q1n1P/P4PP1/1R4K1 w - - 0 25,True,False,False,,,
"['crushing', 'endgame', 'hangingPiece', 'long', 'master']",1196.0,Q7/1P2pk2/3p4/3P3p/3bK2P/1q1p2P1/3r4/8 w - - 0 52,True,False,False,,,
"['crushing', 'kingsideAttack', 'middlegame', 'short']",1867.0,1k2r1r1/8/RP2p2p/8/2BpPq1P/3Pn1p1/4Q1P1/2R3K1 b - - 0 29,True,False,False,,,
"['crushing', 'middlegame', 'queensideAttack', 'short']",1807.0,1r4k1/1r3qb1/p2p1np1/3Pp3/4P1P1/2N1B2R/PP1Q4/2K4R b - - 0 26,True,False,False,,,
"['backRankMate', 'mate', 'mateIn2', 'middlegame', 'short']",823.0,r2r2k1/5pp1/q3p1b1/p3P1Pp/Pp1Q1B1P/2nR1P1N/P1pK4/2R5 w - - 1 32,True,False,False,,,
"['crushing', 'endgame', 'long', 'master']",1420.0,3q1rk1/1R4pp/4pp2/1p1p4/p3P3/5QBP/5PPK/1r6 w - - 0 33,True,True,False,"['endgame', 'advantage', 'pin', 'short']",1527.3250732421875,False
"['advantage', 'fork', 'middlegame', 'short']",936.0,r1r5/p3kppp/Qp6/3nN3/BbP5/5P2/4K1PP/R7 b - - 0 22,True,False,False,,,
"['crushing', 'defensiveMove', 'endgame', 'long', 'pawnEndgame']",1367.0,8/8/8/3k2Kp/7P/8/8/8 w - - 2 47,True,True,False,"['endgame', 'advantage', 'defensiveMove', 'pawnEndgame', 'short']",1408.10595703125,True
"['advancedPawn', 'crushing', 'endgame', 'knightEndgame', 'quietMove', 'veryLong']",1903.0,8/8/3p4/p1p2N2/7p/1P6/k4PPP/5K2 b - - 1 43,True,False,False,,,
"['advantage', 'middlegame', 'pin', 'short']",1443.0,3rnrk1/ppp3bp/8/3qP3/3n1p2/6Q1/PP3KPP/RN3B1R w - - 0 19,True,False,True,,,
"['mate', 'mateIn1', 'oneMove', 'opening', 'smotheredMate']",903.0,rnb3rk/pp4pp/3p3N/q7/5p2/B1n5/P1P2PPP/2KR1B1R w - - 0 16,True,True,False,"['opening', 'mateIn1', 'mate', 'smotheredMate', 'oneMove']",896.5103149414062,True
"['endgame', 'fork', 'long', 'mate', 'mateIn3']",1729.0,6k1/2r2p2/1RP1pK2/p7/4B3/8/r7/8 w - - 0 39,True,False,False,,,
"['mate', 'mateIn1', 'middlegame', 'oneMove']",826.0,5k1r/2rp1p2/p2qp3/5P1p/1R1P2n1/2PQ1B1P/1P3PP1/5RK1 b - - 0 25,True,False,False,,,
"['endgame', 'master', 'mate', 'mateIn2', 'rookEndgame', 'short']",1136.0,8/8/2R2R2/1p2k3/3pr1r1/8/5K2/8 w - - 2 44,True,False,False,,,
"['mate', 'mateIn1', 'middlegame', 'oneMove', 'smotheredMate']",922.0,6rk/pbpp2pp/1p6/n3Npq1/1PP1n2P/P2B4/5PP1/R4RK1 w - - 0 20,True,True,False,"['middlegame', 'mateIn1', 'mate', 'smotheredMate', 'oneMove']",884.63330078125,True
"['endgame', 'master', 'mate', 'mateIn1', 'oneMove']",1190.0,3Q4/4Npbk/6pp/2p5/p7/1q5P/6P1/7K w - - 2 40,True,True,False,"['endgame', 'mateIn1', 'mate', 'oneMove']",770.763916015625,True
"['crushing', 'defensiveMove', 'endgame', 'quietMove', 'short']",2071.0,8/7p/5R2/6rk/3B3p/5P2/P4Kb1/8 w - - 9 51,True,False,False,,,
"['advantage', 'master', 'middlegame', 'pin', 'short']",1496.0,r3k2r/2qb1pp1/p2bP2p/3n1P1P/N1QN2P1/1P2B2N/8/2KR3R b kq - 0 22,True,False,False,,,
"['advantage', 'defensiveMove', 'middlegame', 'pin', 'short']",1103.0,r3k1r1/pp1n3p/2p1q2b/1BP3p1/1P1pp1P1/P6N/4KP1P/R2Q3R w q - 0 18,True,False,True,,,
"['master', 'mate', 'mateIn1', 'middlegame', 'oneMove']",1002.0,1r3q1k/3R3P/4Pp2/5P1R/p4b2/Pp3N2/2b5/K3Q3 b - - 0 43,True,False,False,,,
"['endgame', 'long', 'mate', 'mateIn3']",1382.0,8/5ppk/2r5/R6p/Pp5P/1P1PBb2/1P3P2/6K1 b - - 0 37,True,False,False,,,
"['advantage', 'middlegame', 'short']",2326.0,r3r1k1/1pp5/3p1p1p/6pb/4q2P/pPP3R1/P1P2P2/1KBR2Q1 w - - 2 26,True,False,False,,,
"['mate', 'mateIn1', 'middlegame', 'oneMove']",1089.0,r1b2rk1/p3pp1p/1np3p1/8/2P2PN1/2B5/PP4PP/R3K2R w KQ - 1 17,True,True,False,"['middlegame', 'mateIn1', 'mate', 'oneMove']",990.5542602539062,True
"['mate', 'mateIn2', 'middlegame', 'short', 'xRayAttack']",1692.0,4r1k1/pp2rnp1/6Qp/3p4/q7/8/4RPPP/1B2R1K1 w - - 0 32,True,False,False,,,
"['crushing', 'hangingPiece', 'middlegame', 'short']",1981.0,r1kn3r/1b1p4/pB1P3q/5B2/PP3P2/2R5/5QPP/1R4K1 b - - 0 26,True,False,False,,,
"['crushing', 'endgame', 'fork', 'short']",927.0,8/b6p/P5p1/1P1pkp2/1N5P/5KP1/8/8 w - - 2 48,True,False,False,,,
"['fork', 'hangingPiece', 'mate', 'mateIn2', 'middlegame', 'short']",592.0,r4k1r/pp4pB/8/3BP3/8/4q2Q/PP3RPP/4R2K b - - 0 23,True,False,False,,,
"['crushing', 'defensiveMove', 'endgame', 'short']",2170.0,8/7R/p4kpB/1p2p3/1P1bP2P/P5PK/8/r7 b - - 4 43,True,False,True,,,
"['crushing', 'fork', 'long', 'middlegame']",1716.0,r5k1/pp2qpp1/4p2p/3pP3/4n3/2P3P1/PP1N2KP/R2QR3 b - - 0 21,True,False,False,,,
"['crushing', 'defensiveMove', 'endgame', 'short']",1191.0,4r3/pp3k1R/3p2n1/2pP1BP1/2P4P/1P6/P2K1p2/8 b - - 0 36,True,False,False,,,
"['crushing', 'fork', 'long', 'middlegame']",2124.0,4r3/pp1qrpkp/2n2np1/3p4/3P1Q2/1PN1RN1P/P4PP1/4R1K1 w - - 3 23,True,False,False,,,
"['mate', 'mateIn1', 'middlegame', 'oneMove']",981.0,r5k1/pp4pp/n1p2p2/3p4/3Pnb2/N1Pq1B1P/PP4P1/R2QB2K b - - 0 18,True,True,False,"['middlegame', 'mateIn1', 'mate', 'oneMove']",1214.586181640625,True
"['advantage', 'fork', 'master', 'middlegame', 'short']",1266.0,r3rbk1/ppq2ppp/2p5/3nPP2/6Q1/5N1P/PPP3P1/3RBRK1 b - - 3 18,True,False,False,,,
"['kingsideAttack', 'master', 'mate', 'mateIn2', 'middlegame', 'short']",1882.0,6k1/5p2/2p1rp1R/pp1n4/3P4/q1P2P2/P1Q3P1/1KR1r3 w - - 1 27,True,False,False,,,
"['advantage', 'attraction', 'exposedKing', 'fork', 'long', 'middlegame', 'sacrifice']",1822.0,8/4r1kn/p7/1pppp1q1/6nR/P2P2P1/1PP1Q1P1/5RK1 w - - 0 33,True,False,False,,,
"['advantage', 'endgame', 'pin', 'short']",1058.0,4r1k1/5pp1/7p/P2p4/6RP/8/P1Q2PPK/q7 b - - 0 26,True,False,False,,,
"['advantage', 'attraction', 'endgame', 'fork', 'long', 'sacrifice']",1837.0,6k1/p3q1pp/1pb1p3/8/4n3/1P1B3Q/P2P2PP/R6K b - - 1 24,True,True,False,"['endgame', 'crushing', 'fork', 'short']",985.3410034179688,False
"['advantage', 'defensiveMove', 'endgame', 'short']",2195.0,8/pp3Qp1/2pb3p/8/1P1P1pkP/2P2P2/4R1K1/3q4 b - - 10 48,True,False,False,,,
"['advantage', 'intermezzo', 'opening', 'short']",1400.0,r3kb1r/pp2pp1p/2n2np1/q1pp1b2/5B2/2PPP3/PP1NBPPP/R3K1NR w KQkq - 0 8,True,False,False,,,
"['crushing', 'discoveredAttack', 'endgame', 'fork', 'master', 'short']",1104.0,8/8/3N1k2/2q2BRp/p1P2P1P/8/7K/8 w - - 5 50,True,False,False,,,
"['mate', 'mateIn1', 'middlegame', 'oneMove']",888.0,r2q4/1ppb1ppr/p1n1p2k/2bnP3/5PP1/P2B1N2/1PP4P/R1B2R1K w - - 0 18,True,False,False,,,
"['crushing', 'kingsideAttack', 'long', 'middlegame']",2274.0,rnb3k1/pp4pp/2pq4/3n1p2/3P4/1BP2P2/PP1N2PP/4Q1K1 w - - 0 17,True,False,True,,,
"['advancedPawn', 'advantage', 'endgame', 'promotion', 'veryLong']",2620.0,8/7p/8/2P3B1/Rp2k1P1/1P3p1K/P2r4/8 b - - 0 43,True,False,False,,,
"['endgame', 'mate', 'mateIn2', 'short']",1508.0,7r/p1pR4/2p1k3/5p1p/5q1b/8/PPP2PB1/3R2K1 w - - 9 33,True,False,True,,,
"['crushing', 'kingsideAttack', 'middlegame', 'pin', 'short']",1248.0,2br1rk1/p1q2pp1/1pp4p/8/3pN1Q1/3B2bP/PPP2PP1/3R2K1 w - - 0 22,True,False,False,,,
"['crushing', 'middlegame', 'short']",1130.0,r4r2/pbp1qpkp/2pp4/2n2P1Q/4P3/2P5/P1P1B1PP/R4RK1 w - - 0 16,True,False,False,,,
"['advantage', 'deflection', 'discoveredAttack', 'middlegame', 'short']",1071.0,1n6/pkp3n1/1p2q3/3r1p2/1PQ4P/7N/P4PP1/R1R3K1 b - - 1 33,True,True,False,"['middlegame', 'advantage', 'discoveredAttack', 'long']",1271.5126953125,True
"['crushing', 'long', 'middlegame']",2150.0,4r1k1/5ppp/1q3n2/p7/3r4/PN3QP1/1P4PK/R4R2 b - - 5 25,True,False,False,,,
"['crushing', 'long', 'middlegame']",2265.0,3q2k1/1p2prbp/1nrp2p1/pN4B1/Pn4P1/1Q3N1P/1P3P2/3RR1K1 w - - 0 22,True,False,False,,,
"['advantage', 'endgame', 'fork', 'master', 'masterVsMaster', 'short']",1434.0,6k1/5p2/1p2p1p1/7p/1Pq4P/4Q1P1/1r3P2/4R1K1 w - - 2 39,True,False,False,,,
"['backRankMate', 'endgame', 'mate', 'mateIn1', 'oneMove']",694.0,6k1/4Rppp/1p6/3p4/4nP2/8/r5PP/6K1 w - - 0 29,True,True,False,"['endgame', 'mateIn1', 'mate', 'backRankMate', 'oneMove']",566.7111206054688,True
"['advantage', 'middlegame', 'short']",1379.0,rnb4r/ppp1kpp1/3p1n1p/N1b5/2B1P3/2N5/PPP2PPP/R1B2RK1 w - - 2 10,True,False,True,,,
"['advantage', 'defensiveMove', 'middlegame', 'short']",2552.0,2r3k1/1Qq1ppbp/5np1/p3p3/N7/1P2BR2/P1Pr2PP/2R3K1 w - - 6 23,True,False,False,,,
"['advantage', 'interference', 'middlegame', 'short']",1425.0,3r1rk1/p4pp1/4pn1p/4n3/Q3B3/P1q1BP2/5P1P/R4RK1 w - - 3 19,True,False,False,,,
"['advantage', 'endgame', 'fork', 'short']",932.0,8/3k4/8/1pBp4/1P1PbN1P/4n1K1/1r4PR/8 b - - 1 41,True,True,False,"['endgame', 'advantage', 'fork', 'short']",1201.2486572265625,True
"['advantage', 'endgame', 'short']",890.0,3k4/1ppR4/p3B3/8/7r/P1K1P3/3r3P/7R b - - 4 28,True,False,False,,,
"['mate', 'mateIn1', 'middlegame', 'oneMove']",911.0,3r3r/1p2kpp1/p1pN1b2/2P5/3P1Pq1/1Q6/PP2p1pP/3RR1K1 w - - 2 30,True,False,False,,,
"['crushing', 'endgame', 'master', 'rookEndgame', 'short']",864.0,6k1/p1r2p1p/5p2/2pr4/1p1PP3/1P4P1/P4PKP/2RR2K1 b - - 0 27,False,False,,,,
"['mate', 'mateIn1', 'oneMove', 'opening', 'smotheredMate']",1211.0,r2qkb1r/p2b1pp1/2p1p1np/8/3NN3/2P5/PP3PPP/R1BQ1RK1 w kq - 1 13,True,False,False,,,
"['endgame', 'mate', 'mateIn2', 'short']",1021.0,8/3k1p2/Q2p4/p4q2/1p5p/4P1p1/PP3PP1/R3R1K1 b - - 0 25,True,False,False,,,
"['crushing', 'endgame', 'long', 'master', 'masterVsMaster']",2480.0,5r1k/6pp/p7/2p5/4RRQ1/4P1KP/q4P2/7r w - - 0 37,True,False,False,,,
"['crushing', 'discoveredAttack', 'endgame', 'master', 'short']",1050.0,6k1/5p2/3p3p/2pP1p2/1pPb4/1P2rNPP/3N1K1R/8 b - - 8 31,True,False,False,,,
"['crushing', 'endgame', 'rookEndgame', 'veryLong']",1895.0,8/6pk/7p/7P/6P1/8/1r3R2/6K1 b - - 34 67,True,False,False,,,
"['mate', 'mateIn1', 'middlegame', 'oneMove', 'queensideAttack']",808.0,2k1r2r/1ppn2pp/p3qb2/2Qp1p2/3P1B2/P7/1PP1NPPR/2KR4 w - - 4 21,True,True,False,"['middlegame', 'mateIn1', 'mate', 'queensideAttack', 'oneMove']",924.0426635742188,True
"['attraction', 'kingsideAttack', 'mate', 'mateIn2', 'middlegame', 'sacrifice', 'short']",1099.0,r6r/pp1k2p1/1qnpb3/4p3/4N3/1P1P2P1/1PP3PP/R1BQ1R1K b - - 0 17,True,False,False,,,
"['crushing', 'discoveredAttack', 'long', 'middlegame', 'pin']",1521.0,7r/p2k1ppp/2p5/3p4/8/2b4P/PqQN1P2/2R1K1R1 b - - 2 21,True,False,False,,,
"['crushing', 'master', 'middlegame', 'short']",1866.0,3r2k1/p2r1pbp/1p1p2p1/3Nn3/2q1P3/2P2P1P/PP2QBP1/3R1RK1 w - - 3 21,True,False,False,,,
"['crushing', 'endgame', 'fork', 'short']",792.0,8/3N2p1/4q1kp/8/8/5P1P/6PK/8 w - - 5 47,True,False,False,,,
"['crushing', 'middlegame', 'short']",1068.0,1r3rk1/1p5p/p4Rp1/q1pNp3/P2bQ3/3P2PP/P1P4K/1R6 b - - 4 27,True,False,False,,,
"['advancedPawn', 'crushing', 'endgame', 'long', 'queenEndgame']",1125.0,8/4Q3/6p1/P6p/1P6/2q4k/8/5K2 w - - 4 43,True,False,False,,,
